JST時刻,raw_pulse_rpm,display_rpm,速度_kmh,緯度,経度,UTC時刻
2026-05-29 13:42:47.783,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:47.889,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:47.99,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.094,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.179,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.289,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.388,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.489,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.601,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.692,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.773,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.875,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:48.975,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.081,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.176,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.278,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.379,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.475,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.583,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.684,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.792,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:49.876,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.064,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.074,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.175,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.277,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.379,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.483,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.576,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.678,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.779,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.881,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:50.982,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.087,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.189,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.279,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.384,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.489,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.591,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.687,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.794,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.9,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:51.974,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.079,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.18,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.294,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.374,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.476,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.581,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.689,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.782,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.884,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:52.985,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.096,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.174,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.275,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.377,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.481,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.578,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.679,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.78,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.88,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:53.985,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.09,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.191,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.293,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.374,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.475,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.584,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.684,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.822,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:54.874,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.06,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.076,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.186,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.287,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.375,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.48,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.581,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.694,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.776,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.886,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:55.99,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.079,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.18,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.284,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.385,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.478,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.579,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.682,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.784,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.891,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:56.979,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.084,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.193,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.28,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.382,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.485,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.588,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.689,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.892,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.892,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:57.981,0,0,0.0,0.000000,0.000000,00:00:00
2026-05-29 13:42:58.082,0,0,0.0,0.000000,0.000000,00:00:00
